"date","category","earned","earned_cumulative","budget","planned_cumulative"
"02/07/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,NA,93792,NA
"02/07/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"02/07/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"02/07/2018","P7.2.057 Landscaping",NA,NA,600,NA
"02/07/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"02/07/2018","P7.2.062 Earthworks and Access Tracks",NA,NA,1806.15920716332,NA
"02/07/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"02/08/2018","",NA,NA,4.37554,NA
"02/08/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"02/08/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,NA
"02/08/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"02/08/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"02/08/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,NA
"02/08/2018","P7.2.011 Roads and PCU Earthworks",NA,NA,4480.34095470976,NA
"02/08/2018","P7.2.012 Piling",NA,9.3931250133,12438.475017612,NA
"02/08/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,NA
"02/08/2018","P7.2.015 Fencing & Gates",NA,NA,2220.801105,NA
"02/08/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,NA
"02/08/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,NA,93792,NA
"02/08/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"02/08/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"02/08/2018","P7.2.057 Landscaping",NA,NA,600,NA
"02/08/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"02/08/2018","P7.2.062 Earthworks and Access Tracks",NA,NA,1806.15920716332,NA
"02/08/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"02/09/2018","",NA,NA,4.37554,NA
"02/09/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"02/09/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,NA
"02/09/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"02/09/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"02/09/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,NA
"02/09/2018","P7.2.011 Roads and PCU Earthworks",NA,NA,4480.34095470976,NA
"02/09/2018","P7.2.012 Piling",NA,9.3931250133,12438.475017612,NA
"02/09/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,NA
"02/09/2018","P7.2.015 Fencing & Gates",NA,NA,2220.801105,NA
"02/09/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,NA
"02/09/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,NA,93792,NA
"02/09/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"02/09/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"02/09/2018","P7.2.057 Landscaping",NA,NA,600,NA
"02/09/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"02/09/2018","P7.2.062 Earthworks and Access Tracks",NA,NA,1806.15920716332,NA
"02/09/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"02/10/2018","",0.0285,0.29964,4.37554,NA
"02/10/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"02/10/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,NA
"02/10/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"02/10/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"02/10/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,NA
"02/10/2018","P7.2.011 Roads and PCU Earthworks",NA,NA,4480.34095470976,NA
"02/10/2018","P7.2.012 Piling",0.22364583365,9.61677084695,12438.475017612,NA
"02/10/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,NA
"02/10/2018","P7.2.015 Fencing & Gates",NA,NA,2220.801105,827.2
"02/10/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,NA
"02/10/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,NA,93792,NA
"02/10/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"02/10/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"02/10/2018","P7.2.057 Landscaping",NA,NA,600,NA
"02/10/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"02/10/2018","P7.2.062 Earthworks and Access Tracks",NA,1482.22092082043,1806.15920716332,1093.76
"02/10/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"02/11/2018","",NA,1.2226359,4.37554,NA
"02/11/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"02/11/2018","P7.2.003 PV Module Supply",NA,NA,NA,1.92
"02/11/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,4.36
"02/11/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"02/11/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"02/11/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,71.45
"02/11/2018","P7.2.011 Roads and PCU Earthworks",NA,NA,4480.34095470976,1691.58
"02/11/2018","P7.2.012 Piling",196.13739611105,5125.33865309046,12438.475017612,1368.32
"02/11/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,373.78
"02/11/2018","P7.2.015 Fencing & Gates",NA,243.20898,2220.801105,2200
"02/11/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,4.77
"02/11/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,42.7858838469103,93792,NA
"02/11/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"02/11/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"02/11/2018","P7.2.054 Shipping - Piles (FOB China to Site)",NA,NA,NA,1.82
"02/11/2018","P7.2.057 Landscaping",NA,NA,600,NA
"02/11/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"02/11/2018","P7.2.062 Earthworks and Access Tracks",NA,1680.94097811602,1806.15920716332,1159.95
"02/11/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"02/12/2018","",0.4639,2.6724885,4.37554,NA
"02/12/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"02/12/2018","P7.2.003 PV Module Supply",NA,NA,NA,6.30999999999999
"02/12/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,7.86
"02/12/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"02/12/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"02/12/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,1062.53
"02/12/2018","P7.2.011 Roads and PCU Earthworks",395.299063172262,1775.93998164603,4480.34095470976,2858.2
"02/12/2018","P7.2.012 Piling",NA,11343.3873077281,12438.475017612,3864.34
"02/12/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",76.1742181972497,76.1742181972497,14114.5575031047,2314.4
"02/12/2018","P7.2.015 Fencing & Gates",218.9845935,1123.578840375,2220.801105,2200
"02/12/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,1406.19
"02/12/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,9033.1320955831,93792,15127.98
"02/12/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"02/12/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"02/12/2018","P7.2.054 Shipping - Piles (FOB China to Site)",NA,NA,NA,3.92
"02/12/2018","P7.2.057 Landscaping",NA,NA,600,NA
"02/12/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,118.92
"02/12/2018","P7.2.062 Earthworks and Access Tracks",NA,1680.94097811602,1806.15920716332,1159.95
"02/12/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"03/01/2018","",NA,NA,4.37554,NA
"03/01/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"03/01/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,NA
"03/01/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"03/01/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"03/01/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,NA
"03/01/2018","P7.2.011 Roads and PCU Earthworks",NA,NA,4480.34095470976,NA
"03/01/2018","P7.2.012 Piling",NA,9.3931250133,12438.475017612,NA
"03/01/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,NA
"03/01/2018","P7.2.015 Fencing & Gates",NA,NA,2220.801105,NA
"03/01/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,NA
"03/01/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,NA,93792,NA
"03/01/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"03/01/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"03/01/2018","P7.2.057 Landscaping",NA,NA,600,NA
"03/01/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"03/01/2018","P7.2.062 Earthworks and Access Tracks",NA,NA,1806.15920716332,NA
"03/01/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"03/02/2018","",NA,NA,4.37554,NA
"03/02/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"03/02/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,NA
"03/02/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"03/02/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"03/02/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,NA
"03/02/2018","P7.2.011 Roads and PCU Earthworks",NA,NA,4480.34095470976,NA
"03/02/2018","P7.2.012 Piling",NA,9.3931250133,12438.475017612,NA
"03/02/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,NA
"03/02/2018","P7.2.015 Fencing & Gates",NA,NA,2220.801105,NA
"03/02/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,NA
"03/02/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,NA,93792,NA
"03/02/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"03/02/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"03/02/2018","P7.2.057 Landscaping",NA,NA,600,NA
"03/02/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"03/02/2018","P7.2.062 Earthworks and Access Tracks",NA,NA,1806.15920716332,NA
"03/02/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"03/03/2018","",NA,NA,4.37554,NA
"03/03/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"03/03/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,NA
"03/03/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"03/03/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"03/03/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,NA
"03/03/2018","P7.2.011 Roads and PCU Earthworks",NA,NA,4480.34095470976,NA
"03/03/2018","P7.2.012 Piling",NA,9.3931250133,12438.475017612,NA
"03/03/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,NA
"03/03/2018","P7.2.015 Fencing & Gates",NA,NA,2220.801105,NA
"03/03/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,NA
"03/03/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,NA,93792,NA
"03/03/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"03/03/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"03/03/2018","P7.2.057 Landscaping",NA,NA,600,NA
"03/03/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"03/03/2018","P7.2.062 Earthworks and Access Tracks",NA,NA,1806.15920716332,NA
"03/03/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"03/04/2018","",NA,NA,4.37554,NA
"03/04/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"03/04/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,NA
"03/04/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"03/04/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"03/04/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,NA
"03/04/2018","P7.2.011 Roads and PCU Earthworks",NA,NA,4480.34095470976,NA
"03/04/2018","P7.2.012 Piling",NA,9.3931250133,12438.475017612,NA
"03/04/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,NA
"03/04/2018","P7.2.015 Fencing & Gates",NA,NA,2220.801105,NA
"03/04/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,NA
"03/04/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,NA,93792,NA
"03/04/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"03/04/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"03/04/2018","P7.2.057 Landscaping",NA,NA,600,NA
"03/04/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"03/04/2018","P7.2.062 Earthworks and Access Tracks",NA,NA,1806.15920716332,NA
"03/04/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"03/05/2018","",NA,NA,4.37554,NA
"03/05/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"03/05/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,NA
"03/05/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"03/05/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"03/05/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,NA
"03/05/2018","P7.2.011 Roads and PCU Earthworks",NA,NA,4480.34095470976,NA
"03/05/2018","P7.2.012 Piling",NA,9.3931250133,12438.475017612,NA
"03/05/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,NA
"03/05/2018","P7.2.015 Fencing & Gates",NA,NA,2220.801105,NA
"03/05/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,NA
"03/05/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,NA,93792,NA
"03/05/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"03/05/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"03/05/2018","P7.2.057 Landscaping",NA,NA,600,NA
"03/05/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"03/05/2018","P7.2.062 Earthworks and Access Tracks",NA,NA,1806.15920716332,NA
"03/05/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"03/06/2018","",NA,NA,4.37554,NA
"03/06/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"03/06/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,NA
"03/06/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"03/06/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"03/06/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,NA
"03/06/2018","P7.2.011 Roads and PCU Earthworks",NA,NA,4480.34095470976,NA
"03/06/2018","P7.2.012 Piling",NA,9.3931250133,12438.475017612,NA
"03/06/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,NA
"03/06/2018","P7.2.015 Fencing & Gates",NA,NA,2220.801105,NA
"03/06/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,NA
"03/06/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,NA,93792,NA
"03/06/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"03/06/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"03/06/2018","P7.2.057 Landscaping",NA,NA,600,NA
"03/06/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"03/06/2018","P7.2.062 Earthworks and Access Tracks",NA,NA,1806.15920716332,NA
"03/06/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"03/07/2018","",NA,NA,4.37554,NA
"03/07/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"03/07/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,NA
"03/07/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"03/07/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"03/07/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,NA
"03/07/2018","P7.2.011 Roads and PCU Earthworks",NA,NA,4480.34095470976,NA
"03/07/2018","P7.2.012 Piling",NA,9.3931250133,12438.475017612,NA
"03/07/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,NA
"03/07/2018","P7.2.015 Fencing & Gates",NA,NA,2220.801105,NA
"03/07/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,NA
"03/07/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,NA,93792,NA
"03/07/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"03/07/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"03/07/2018","P7.2.057 Landscaping",NA,NA,600,NA
"03/07/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"03/07/2018","P7.2.062 Earthworks and Access Tracks",NA,NA,1806.15920716332,NA
"03/07/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"03/08/2018","",NA,NA,4.37554,NA
"03/08/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"03/08/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,NA
"03/08/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"03/08/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"03/08/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,NA
"03/08/2018","P7.2.011 Roads and PCU Earthworks",NA,NA,4480.34095470976,NA
"03/08/2018","P7.2.012 Piling",NA,9.3931250133,12438.475017612,NA
"03/08/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,NA
"03/08/2018","P7.2.015 Fencing & Gates",NA,NA,2220.801105,NA
"03/08/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,NA
"03/08/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,NA,93792,NA
"03/08/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"03/08/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"03/08/2018","P7.2.057 Landscaping",NA,NA,600,NA
"03/08/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"03/08/2018","P7.2.062 Earthworks and Access Tracks",NA,NA,1806.15920716332,NA
"03/08/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"03/09/2018","",NA,NA,4.37554,NA
"03/09/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"03/09/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,NA
"03/09/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"03/09/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"03/09/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,NA
"03/09/2018","P7.2.011 Roads and PCU Earthworks",NA,NA,4480.34095470976,NA
"03/09/2018","P7.2.012 Piling",NA,9.3931250133,12438.475017612,NA
"03/09/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,NA
"03/09/2018","P7.2.015 Fencing & Gates",NA,NA,2220.801105,NA
"03/09/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,NA
"03/09/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,NA,93792,NA
"03/09/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"03/09/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"03/09/2018","P7.2.057 Landscaping",NA,NA,600,NA
"03/09/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"03/09/2018","P7.2.062 Earthworks and Access Tracks",NA,NA,1806.15920716332,NA
"03/09/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"03/10/2018","",0.03133,0.33097,4.37554,NA
"03/10/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"03/10/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,NA
"03/10/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"03/10/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"03/10/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,NA
"03/10/2018","P7.2.011 Roads and PCU Earthworks",NA,NA,4480.34095470976,NA
"03/10/2018","P7.2.012 Piling",34.66510421575,44.2818750627,12438.475017612,NA
"03/10/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,NA
"03/10/2018","P7.2.015 Fencing & Gates",NA,NA,2220.801105,915.2
"03/10/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,NA
"03/10/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,NA,93792,NA
"03/10/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"03/10/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"03/10/2018","P7.2.057 Landscaping",NA,NA,600,NA
"03/10/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"03/10/2018","P7.2.062 Earthworks and Access Tracks",NA,1482.22092082043,1806.15920716332,1129.52
"03/10/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"03/11/2018","",0.2186,1.4412359,4.37554,NA
